epoch,step,train_loss,val_gleu,val_loss
20,7749,0.0010405260836705565,,
20,7799,0.0009643728844821453,,
20,7849,0.0021077252458781004,,
20,7899,0.0020850589498877525,,
20,7949,0.0017546078888699412,,
20,7999,0.00804150477051735,,
20,8049,0.0018115936545655131,,
20,8084,,59.975101470947266,0.2673155963420868
21,8099,0.004313555080443621,,
21,8149,0.0020730600226670504,,
21,8199,0.0015137495938688517,,
21,8249,0.002546926960349083,,
21,8299,0.005638735368847847,,
21,8349,0.009559937752783298,,
21,8399,0.002488178201019764,,
21,8449,0.0078035518527030945,,
21,8469,,61.53620147705078,0.24222108721733093
22,8499,0.0014768334804102778,,
22,8549,0.02079310081899166,,
22,8599,0.0030204805079847574,,
22,8649,0.004276562016457319,,
22,8699,0.0025067334063351154,,
22,8749,0.002009262563660741,,
22,8799,0.0033339085057377815,,
22,8849,0.011353750713169575,,
22,8854,,61.884498596191406,0.24844203889369965
23,8899,0.0019446980440989137,,
23,8949,0.001035480760037899,,
23,8999,0.00811959058046341,,
23,9049,0.002564992057159543,,
23,9099,0.0013398384908214211,,
23,9149,0.0018620291957631707,,
23,9199,0.001784717314876616,,
23,9239,,62.98830032348633,0.24807898700237274
24,9249,0.0029884506948292255,,
24,9299,0.013162043876945972,,
24,9349,0.0011809299467131495,,
24,9399,0.0007160110399127007,,
24,9449,0.000898945436347276,,
24,9499,0.0015375885413959622,,
24,9549,0.0007505952380597591,,
24,9599,0.0007519962964579463,,
24,9624,,63.38690185546875,0.25239333510398865
25,9649,0.0005423694965429604,,
25,9699,0.000811362115200609,,
25,9749,0.000614195829257369,,
25,9799,0.0014181005535647273,,
25,9849,0.0018676159670576453,,
25,9899,0.0010834131389856339,,
25,9949,0.0019120085053145885,,
25,9999,0.0006755717331543565,,
25,10009,,62.39950180053711,0.26010990142822266
26,10049,0.000589768576901406,,
26,10099,0.0009072853717952967,,
26,10149,0.0008903888519853354,,
26,10199,0.007485649548470974,,
26,10249,0.0008506871527060866,,
26,10299,0.0009867764310911298,,
26,10349,0.0004526888078544289,,
26,10394,,61.685298919677734,0.26060834527015686
27,10399,0.0005654098931699991,,
27,10449,0.0006102383485995233,,
27,10499,0.0005669801612384617,,
27,10549,0.000354001676896587,,
27,10599,0.0008548651821911335,,
27,10649,0.0008370941504836082,,
27,10699,0.0004362199397291988,,
27,10749,0.000535966653842479,,
27,10779,,63.04909896850586,0.2618867754936218
28,10799,0.0003567386302165687,,
28,10849,0.00039651335100643337,,
28,10899,0.000498310080729425,,
28,10949,0.0006830773781985044,,
28,10999,0.00041425329982303083,,
28,11049,0.00036362712853588164,,
28,11099,0.0005779968341812491,,
28,11149,0.0004805443750228733,,
28,11164,,62.0994987487793,0.2748603820800781
29,11199,0.027300145477056503,,
29,11249,0.0005469965981319547,,
29,11299,0.0003254827461205423,,
29,11349,0.0009501737076789141,,
29,11399,0.0011316795134916902,,
29,11449,0.0005622649332508445,,
29,11499,0.00047300601727329195,,
29,11549,0.0007582876132801175,,
29,11549,,62.42649841308594,0.2695755660533905
30,11599,0.00041610360494814813,,
30,11649,0.0005327505641616881,,
30,11699,0.0005752730648964643,,
30,11749,0.0002957207034341991,,
30,11799,0.0004293125821277499,,
30,11849,0.0004821689217351377,,
30,11899,0.0003038066497538239,,
30,11934,,63.01380157470703,0.2678034007549286
31,11949,0.0003099477617070079,,
31,11999,0.00027461606077849865,,
31,12049,0.0003146369708701968,,
31,12099,0.0005970764323137701,,
31,12149,0.000386729632737115,,
31,12199,0.0007136277854442596,,
31,12249,0.0003720466629602015,,
31,12299,0.0002890340983867645,,
31,12319,,62.67340087890625,0.27242982387542725
32,12349,0.00040835849358700216,,
32,12399,0.0005179422441869974,,
32,12449,0.0015799799002707005,,
32,12499,0.00041586859151721,,
32,12549,0.00038254554965533316,,
32,12599,0.00046352826757356524,,
32,12649,0.0007435930310748518,,
32,12699,0.0007654799264855683,,
32,12704,,63.244598388671875,0.26935631036758423
33,12749,0.0005128105985932052,,
33,12799,0.00027817441150546074,,
33,12849,0.00043216021731495857,,
33,12899,0.000262007670244202,,
33,12949,0.000323574582580477,,
33,12999,0.0003925271739717573,,
33,13049,0.00040029807132668793,,
33,13089,,62.76580047607422,0.27174025774002075
34,13099,0.0003495110140647739,,
34,13149,0.0005389361758716404,,
34,13199,0.0002980759600177407,,
34,13249,0.00031614379258826375,,
34,13299,0.00029090981115587056,,
34,13349,0.00029897698550485075,,
34,13399,0.0002854340709745884,,
34,13449,0.00033431980409659445,,
34,13474,,62.665000915527344,0.2730746865272522
35,13499,0.0005056309164501727,,
35,13549,0.0002483406278770417,,
35,13599,0.003546875435858965,,
35,13649,0.00029256544075906277,,
35,13699,0.0002041708503384143,,
35,13749,0.00030684235389344394,,
35,13799,0.00028477198793552816,,
35,13849,0.0002679821918718517,,
35,13859,,62.75170135498047,0.27570536732673645
36,13899,0.0006445865728892386,,
36,13949,0.0003675452317111194,,
36,13999,0.0003494524280540645,,
36,14049,0.00016245651931967586,,
36,14099,0.0003929276135750115,,
36,14149,0.0006087275105528533,,
36,14199,0.0002012332115555182,,
36,14244,,62.905799865722656,0.2731085419654846
