epoch,step,train_loss,val_gleu,val_loss
0,49,0.39064672589302063,,
0,99,0.4332802891731262,,
0,149,0.4237830638885498,,
0,199,0.3273029029369354,,
0,249,0.29534754157066345,,
0,299,0.3244609236717224,,
0,349,0.3005855679512024,,
0,384,,44.47850036621094,0.2642083168029785
1,399,0.19676609337329865,,
1,449,0.18834204971790314,,
1,499,0.18358895182609558,,
1,549,0.23577632009983063,,
1,599,0.22529709339141846,,
1,649,0.2267940789461136,,
1,699,0.22215887904167175,,
1,749,0.19293689727783203,,
1,769,,52.172698974609375,0.21876630187034607
2,799,0.055548295378685,,
2,849,0.0817577913403511,,
2,899,0.12071508169174194,,
2,949,0.06711830943822861,,
2,999,0.06408923119306564,,
2,1049,0.062209319323301315,,
2,1099,0.08285344392061234,,
2,1149,0.06302758306264877,,
2,1154,,57.4473991394043,0.20737653970718384
3,1199,0.044794224202632904,,
3,1249,0.0784035474061966,,
3,1299,0.03322100639343262,,
3,1349,0.0529819056391716,,
3,1399,0.03503303974866867,,
3,1449,0.06824839860200882,,
3,1499,0.05821584537625313,,
3,1539,,54.849998474121094,0.25863105058670044
4,1549,0.03852618485689163,,
4,1599,0.02327064797282219,,
4,1649,0.028743233531713486,,
4,1699,0.027898646891117096,,
4,1749,0.020038200542330742,,
4,1799,0.036487940698862076,,
4,1849,0.028547219932079315,,
4,1899,0.020561419427394867,,
4,1924,,57.79669952392578,0.20916415750980377
5,1949,0.01546846330165863,,
5,1999,0.013030946254730225,,
5,2049,0.013764144852757454,,
5,2099,0.0361187644302845,,
5,2149,0.011310460045933723,,
5,2199,0.007806212175637484,,
5,2249,0.023696184158325195,,
5,2299,0.012482142075896263,,
5,2309,,59.944801330566406,0.2132967710494995
6,2349,0.011412736028432846,,
6,2399,0.00560631463304162,,
6,2449,0.006894148886203766,,
6,2499,0.011171785183250904,,
6,2549,0.008796273730695248,,
6,2599,0.021583570167422295,,
6,2649,0.005684887059032917,,
6,2694,,57.64500045776367,0.22581462562084198
7,2699,0.007942049764096737,,
7,2749,0.005817651282995939,,
7,2799,0.0064178770408034325,,
7,2849,0.004030479583889246,,
7,2899,0.012474406510591507,,
7,2949,0.004291537683457136,,
7,2999,0.004422071855515242,,
7,3049,0.003534568240866065,,
